region,date,velComp,estMethod,totalTweets,estimatedTweets,span,knots,absRelBias,mab,rmsd,tstat,pval
"Phoenix-Mesa-Scottsdale, AZ",2020-10-14,48_direct,aspline_20 | degree 1,95852,93501.28607052821,-1.0,4.333333333333333,2.4524411900344054,0.058208792248973636,0.08391771639799626,0.014326210317920732,4.196939243308211e-05
"Phoenix-Mesa-Scottsdale, AZ",2020-10-14,48_direct,aspline_20 | degree 3,95852,92419.13765402076,-1.0,2.3333333333333335,3.581419632328208,0.061069213391355105,0.08518841489460993,0.0164738306197055,3.727728479597137e-05
"Phoenix-Mesa-Scottsdale, AZ",2020-10-14,48_direct,aspline_40 | degree 1,95852,93418.07213697555,-1.0,29.666666666666668,2.5392562106418564,0.09491408522585787,0.1369263641392221,0.0132198398833268,2.888180769663092e-05
"Phoenix-Mesa-Scottsdale, AZ",2020-10-14,48_direct,aspline_40 | degree 3,95852,93035.7212483664,-1.0,7.0,2.9381533527037624,0.062343749776033575,0.0851445933724533,0.012423873679872667,0.002357219650980737
"Phoenix-Mesa-Scottsdale, AZ",2020-10-14,48_direct,loess | 3 fold,95852,96217.85916837056,0.43333333333333335,-1.0,1.058294505826517,0.04707016531736067,0.07334480122080593,0.012510072214702433,0.00033822884847129197
"Phoenix-Mesa-Scottsdale, AZ",2020-10-14,48_direct,loess | 5 fold,95852,96109.2949163119,0.5,-1.0,1.0732370429531233,0.055371591800013165,0.0823869265890903,0.013742170343670932,4.545776477293269e-05
"Phoenix-Mesa-Scottsdale, AZ",2020-10-14,48_pooled,aspline_20 | degree 1,95852,92732.128923957,-1.0,5.333333333333333,3.2548836498382836,0.058108073451614874,0.07417347327470493,0.0144989783866383,0.0013406180694588668
"Phoenix-Mesa-Scottsdale, AZ",2020-10-14,48_pooled,aspline_20 | degree 3,95852,92006.78465609938,-1.0,4.0,4.011617226453921,0.0572030825813643,0.0744832811787447,0.01600616219211407,0.00012319604459027812
"Phoenix-Mesa-Scottsdale, AZ",2020-10-14,48_pooled,aspline_40 | degree 1,95852,92590.23314124836,-1.0,6.0,3.4029199795013447,0.05734336393736156,0.07778580217165897,0.014447995133137867,0.00036936078938742256
"Phoenix-Mesa-Scottsdale, AZ",2020-10-14,48_pooled,aspline_40 | degree 3,95852,91727.58957946976,-1.0,16.333333333333332,4.30289448371473,0.07174304999924273,0.12018769737330919,0.0155305096964378,0.00018603677168464188
"Phoenix-Mesa-Scottsdale, AZ",2020-10-14,48_pooled,loess | 3 fold,95852,95473.70835113525,0.3833333333333333,-1.0,1.8609289029276386,0.05096274825638727,0.07116365674320496,0.013520044272111535,0.0031488972048067765
"Phoenix-Mesa-Scottsdale, AZ",2020-10-14,48_pooled,loess | 5 fold,95852,95546.51412852605,0.30000000000000004,-1.0,1.7726977233418164,0.052383480692859606,0.0745469909696794,0.013770745602210234,0.005083787573611001
"Phoenix-Mesa-Scottsdale, AZ",2020-10-14,48_averaged,aspline_20 | degree 1,95852,93584.89532668871,-1.0,10.333333333333334,2.3652137392138854,0.0547117027891784,0.0746270614545614,0.012347883277278168,0.021673951862936077
"Phoenix-Mesa-Scottsdale, AZ",2020-10-14,48_averaged,aspline_20 | degree 3,95852,92925.70344429665,-1.0,3.3333333333333335,3.0529321826392306,0.0488446653898544,0.0687673415518233,0.010046141641835567,0.06747131192533952
"Phoenix-Mesa-Scottsdale, AZ",2020-10-14,48_averaged,aspline_40 | degree 1,95852,93376.45621052146,-1.0,7.666666666666667,2.582673068353851,0.05987236245999483,0.08431049686972358,0.010867146656765967,0.09243353753558321
"Phoenix-Mesa-Scottsdale, AZ",2020-10-14,48_averaged,aspline_40 | degree 3,95852,93166.96936014907,-1.0,16.333333333333332,2.801225472448079,0.060263844604429545,0.08045950666347702,0.011110112764836267,0.02497640000249711
"Phoenix-Mesa-Scottsdale, AZ",2020-10-14,48_averaged,loess | 3 fold,95852,96136.88822714488,0.45,-1.0,0.6185730508956799,0.035097245265865634,0.06020872445781197,0.008318914828724667,0.05237896961287036
"Phoenix-Mesa-Scottsdale, AZ",2020-10-14,48_averaged,loess | 5 fold,95852,96154.5397421519,0.4166666666666667,-1.0,0.5877711769635383,0.035813205020363434,0.0596493969259545,0.009187990592449265,0.056683830539921036
"Phoenix-Mesa-Scottsdale, AZ",2020-10-14,32_direct,aspline_20 | degree 1,95852,91459.80209104775,-1.0,5.333333333333333,4.582270488828872,0.07119650571533408,0.097925606676224,0.020731786496499465,6.199362134751141e-10
"Phoenix-Mesa-Scottsdale, AZ",2020-10-14,32_direct,aspline_20 | degree 3,95852,91333.5699111948,-1.0,4.0,4.713965372454617,0.0653256158909917,0.0969932557986735,0.018342109074582,0.003355522091594274
"Phoenix-Mesa-Scottsdale, AZ",2020-10-14,32_direct,aspline_40 | degree 1,95852,89940.62348326221,-1.0,2.3333333333333335,6.16719162535763,0.12180780214935549,0.15967577366130442,0.024675667687857967,2.835729058977184e-10
"Phoenix-Mesa-Scottsdale, AZ",2020-10-14,32_direct,aspline_40 | degree 3,95852,91487.56494868589,-1.0,5.333333333333333,4.553306192165105,0.07901798423520663,0.11764617774975139,0.02339812558977693,2.443578691243194e-07
"Phoenix-Mesa-Scottsdale, AZ",2020-10-14,32_direct,loess | 3 fold,95852,95445.42560418446,0.5333333333333333,-1.0,0.6867949859705528,0.06298825197069496,0.09040260928197247,0.018562147122824134,3.1474229172194037e-06
"Phoenix-Mesa-Scottsdale, AZ",2020-10-14,32_direct,loess | 5 fold,95852,95686.24754333496,0.45,-1.0,0.6726836164585098,0.062313992604967006,0.08455021668025477,0.0181524110854925,1.703823163519876e-06
"Phoenix-Mesa-Scottsdale, AZ",2020-10-14,32_pooled,aspline_20 | degree 1,95852,92003.93983040255,-1.0,15.0,4.014585162122274,0.07360897858505568,0.09531197825141163,0.017536745659136502,1.542259946936871e-06
"Phoenix-Mesa-Scottsdale, AZ",2020-10-14,32_pooled,aspline_20 | degree 3,95852,91163.93354367855,-1.0,8.666666666666666,4.890942762093078,0.0732245935226554,0.0926664875683366,0.0184379378250184,6.919301424416584e-08
"Phoenix-Mesa-Scottsdale, AZ",2020-10-14,32_pooled,aspline_40 | degree 1,95852,92051.12954737157,-1.0,4.333333333333333,3.965353307837533,0.06603065530829548,0.08899415214071094,0.0173475185289238,9.472298094041303e-09
"Phoenix-Mesa-Scottsdale, AZ",2020-10-14,32_pooled,aspline_40 | degree 3,95852,91275.5860886987,-1.0,3.6666666666666665,4.774458447712414,0.07441541907662837,0.08895293079886124,0.018026178528802034,1.7925267865481764e-05
"Phoenix-Mesa-Scottsdale, AZ",2020-10-14,32_pooled,loess | 3 fold,95852,96254.7871524493,0.45,-1.0,2.0970503331643537,0.06458556648257263,0.0823076694890185,0.017519196996893836,2.547059372726146e-05
"Phoenix-Mesa-Scottsdale, AZ",2020-10-14,32_pooled,loess | 5 fold,95852,96130.84987068176,0.4666666666666666,-1.0,2.1846721927462567,0.0651648390127842,0.08065531666028529,0.017028267571183767,0.0012511180376702285
"Phoenix-Mesa-Scottsdale, AZ",2020-10-14,32_averaged,aspline_20 | degree 1,95852,92416.80982747901,-1.0,10.666666666666666,3.583848195677696,0.06061187951289796,0.0786992107187233,0.012557770877979,8.043570728524644e-05
"Phoenix-Mesa-Scottsdale, AZ",2020-10-14,32_averaged,aspline_20 | degree 3,95852,92384.71635448991,-1.0,14.666666666666666,3.61733051528409,0.06525297402399247,0.08206145601325564,0.011749211966875166,0.0005030113749481642
"Phoenix-Mesa-Scottsdale, AZ",2020-10-14,32_averaged,aspline_40 | degree 1,95852,91836.8554963473,-1.0,4.666666666666667,4.188900078926586,0.06253261116978863,0.09147501441037657,0.014106510755451966,4.377205536625689e-05
"Phoenix-Mesa-Scottsdale, AZ",2020-10-14,32_averaged,aspline_40 | degree 3,95852,92254.1181506354,-1.0,4.333333333333333,3.753580362814136,0.058433557316557166,0.0742372629656164,0.013267975982936999,9.100304165127598e-05
"Phoenix-Mesa-Scottsdale, AZ",2020-10-14,32_averaged,loess | 3 fold,95852,96078.74092817307,0.4166666666666667,-1.0,1.2359637999800255,0.0431706560160063,0.05834860205591247,0.012177135623010866,0.007375150931903891
"Phoenix-Mesa-Scottsdale, AZ",2020-10-14,32_averaged,loess | 5 fold,95852,96085.25387938817,0.4000000000000001,-1.0,1.2427585994783232,0.04373002251486757,0.05795270324295704,0.011931892965589733,0.01628150727318876
"Atlanta-Sandy Springs-Roswell, GA",2020-10-15,96_direct,aspline_20 | degree 1,248333,244709.20225556192,-1.0,9.333333333333334,1.4592493725916855,0.19282034939828188,0.2509861370449284,0.013765885470094268,0.0010980945666468698
"Atlanta-Sandy Springs-Roswell, GA",2020-10-15,96_direct,aspline_20 | degree 3,248333,243551.22987293467,-1.0,6.666666666666667,1.9255476022378557,0.1730154139529233,0.21971689528196658,0.014875075564447698,3.394105910065629e-05
"Atlanta-Sandy Springs-Roswell, GA",2020-10-15,96_direct,aspline_40 | degree 1,248333,245542.31279705637,-1.0,9.666666666666666,1.1237681673171245,0.2100974794579937,0.28626487645172066,0.0146955879539628,0.00017916876469069063
"Atlanta-Sandy Springs-Roswell, GA",2020-10-15,96_direct,aspline_40 | degree 3,248333,244303.85175902047,-1.0,9.0,1.6224779795594984,0.1865537148119799,0.24344693256983227,0.014717928185227866,9.747981215499757e-05
"Atlanta-Sandy Springs-Roswell, GA",2020-10-15,96_direct,loess | 3 fold,248333,249740.1148697535,0.20000000000000004,-1.0,0.5666241980540322,0.1659500604101506,0.20428084394014215,0.016404909665925334,5.7755640461941604e-05
"Atlanta-Sandy Springs-Roswell, GA",2020-10-15,96_direct,loess | 5 fold,248333,250075.808552742,0.21666666666666667,-1.0,0.7018030437928123,0.1695932804189838,0.22337143656829847,0.0177361019643133,3.122941298154084e-08
